ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND,bezirk_id,bezirk_name,ZEITUNTERSCHIED,ZEIT_BIS_TATZEIT
2024-01-14,2024-01-13,17:00,2024-01-14,11:00,110,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,1 days
2024-01-14,2024-01-13,16:00,2024-01-14,12:00,999,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,1 days,1 days
2024-01-14,2024-01-14,15:00,2024-01-14,20:00,399,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,0 days
2024-01-14,2024-01-13,20:00,2024-01-14,00:00,2250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,1 days,1 days
2024-01-14,2024-01-11,17:00,2024-01-14,13:00,3269,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,3 days,3 days
2024-01-14,2024-01-11,17:00,2024-01-14,15:00,4000,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,4,Charlottenburg-Wilmersdorf,3 days,3 days
2024-01-14,2024-01-12,07:00,2024-01-12,16:00,837,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,0 days,2 days
2024-01-14,2024-01-06,10:00,2024-01-06,23:00,1081,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,0 days,8 days
2024-01-14,2024-01-13,11:00,2024-01-14,08:00,794,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,1 days,1 days
2024-01-14,2024-01-13,17:00,2024-01-14,11:00,2038,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,1 days
2024-01-14,2024-01-13,18:00,2024-01-14,12:00,1829,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,1 days
2024-01-14,2024-01-13,21:00,2024-01-14,00:00,1200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,1 days,1 days
2024-01-14,2024-01-13,20:00,2024-01-13,20:00,850,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,0 days,1 days
2024-01-14,2023-11-27,12:00,2023-11-27,12:00,0,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,48 days
2024-01-14,2024-01-12,12:00,2024-01-13,18:00,1000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,1 days,2 days
2024-01-14,2024-01-13,18:00,2024-01-14,14:00,598,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,1 days
2024-01-14,2024-01-11,20:00,2024-01-12,08:00,1459,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,1 days,3 days
2024-01-14,2024-01-13,17:00,2024-01-13,18:00,1495,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,1 days
2024-01-14,2024-01-06,00:00,2024-01-07,13:00,1800,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,8 days
2024-01-14,2024-01-13,19:00,2024-01-14,08:00,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,1 days,1 days
2024-01-14,2024-01-14,20:00,2024-01-14,20:00,1000,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,1,Mitte,0 days,0 days
2024-01-14,2024-01-05,18:00,2024-01-06,08:00,685,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,1 days,9 days
2024-01-14,2024-01-12,20:00,2024-01-13,16:00,2500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,1 days,2 days
2024-01-13,2024-01-13,09:00,2024-01-13,12:00,499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,0 days,0 days
2024-01-13,2024-01-11,22:00,2024-01-12,11:00,1999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,2 days
2024-01-13,2024-01-10,11:00,2024-01-10,23:00,649,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,0 days,3 days
2024-01-13,2024-01-03,00:00,2024-01-03,23:00,500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,10 days
2024-01-13,2024-01-13,15:00,2024-01-13,18:00,2053,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,0 days
2024-01-13,2024-01-12,16:00,2024-01-13,10:00,1481,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,1,Mitte,1 days,1 days
2024-01-13,2024-01-12,07:00,2024-01-12,15:00,638,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,0 days,1 days
2024-01-13,2024-01-02,16:00,2024-01-03,08:00,1300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,11 days
2024-01-13,2024-01-12,17:00,2024-01-13,16:00,1800,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,1 days,1 days
2024-01-13,2024-01-05,07:00,2024-01-05,22:00,269,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,12,Reinickendorf,0 days,8 days
2024-01-13,2024-01-13,17:00,2024-01-13,21:00,2137,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,12,Reinickendorf,0 days,0 days
2024-01-13,2024-01-07,13:00,2024-01-10,13:00,1099,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,3 days,6 days
2024-01-13,2024-01-11,18:00,2024-01-11,19:00,1300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,0 days,2 days
2024-01-13,2024-01-12,20:00,2024-01-13,04:00,1934,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,1 days,1 days
2024-01-12,2024-01-10,20:00,2024-01-11,08:00,1699,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,2 days
2024-01-12,2024-01-12,14:00,2024-01-12,15:00,0,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,12,Reinickendorf,0 days,0 days
2024-01-12,2024-01-11,17:00,2024-01-11,18:00,2789,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,0 days,1 days
2024-01-12,2024-01-11,22:00,2024-01-12,17:00,1100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,1 days,1 days
2024-01-12,2024-01-12,16:00,2024-01-12,20:00,700,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,0 days
2024-01-12,2024-01-11,17:00,2024-01-11,19:00,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,0 days,1 days
2024-01-12,2024-01-12,16:00,2024-01-12,16:00,0,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,3,Pankow,0 days,0 days
2024-01-12,2024-01-12,18:00,2024-01-12,21:00,1000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,0 days,0 days
2024-01-12,2024-01-12,23:00,2024-01-12,23:00,2500,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,0 days
2024-01-12,2023-12-14,07:00,2023-12-14,20:00,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5,Spandau,0 days,29 days
2024-01-12,2024-01-12,09:00,2024-01-12,09:00,1100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,0 days
2024-01-12,2024-01-10,18:00,2024-01-12,13:00,1240,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,2 days,2 days
2024-01-12,2024-01-12,15:00,2024-01-12,17:00,4500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,0 days,0 days
2024-01-12,2024-01-11,09:00,2024-01-11,16:00,2700,Unbekannt,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,0 days,1 days
2024-01-12,2024-01-11,23:00,2024-01-11,23:00,343,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,11,Lichtenberg,0 days,1 days
2024-01-12,2024-01-12,17:00,2024-01-12,18:00,2100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,0 days,0 days
2024-01-12,2024-01-12,16:00,2024-01-12,19:00,1950,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,0 days,0 days
2024-01-12,2024-01-10,19:00,2024-01-11,08:00,837,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,1 days,2 days
2024-01-12,2024-01-11,22:00,2024-01-12,18:00,1850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,1 days
2024-01-12,2023-12-14,15:00,2023-12-14,17:00,1078,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,29 days
2024-01-12,2024-01-03,19:00,2024-01-05,13:00,599,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,2 days,9 days
2024-01-12,2023-01-11,16:00,2023-01-11,16:00,3609,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,0 days,366 days
2024-01-12,2024-01-11,18:00,2024-01-11,21:00,349,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,0 days,1 days
2024-01-12,2024-01-11,21:00,2024-01-11,21:00,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,1 days
2024-01-12,2024-01-11,16:00,2024-01-12,13:00,2400,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,8,Neukölln,1 days,1 days
2024-01-12,2024-01-12,07:00,2024-01-12,16:00,1150,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,0 days,0 days
2024-01-12,2024-01-12,01:00,2024-01-12,01:00,0,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,0 days
2024-01-12,2024-01-11,18:00,2024-01-12,09:00,400,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,1 days
2024-01-12,2024-01-12,05:00,2024-01-12,13:00,254,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,0 days,0 days
2024-01-12,2024-01-11,20:00,2024-01-12,07:00,669,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,1 days,1 days
2024-01-12,2024-01-12,07:00,2024-01-12,18:00,1399,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,0 days
2024-01-11,2024-01-10,19:00,2024-01-10,19:00,1200,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,0 days,1 days
2024-01-11,2023-09-14,12:00,2023-09-14,12:00,1200,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,119 days
2024-01-11,2024-01-10,11:00,2024-01-11,02:00,1200,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,1 days,1 days
2024-01-11,2024-01-10,12:00,2024-01-10,19:00,950,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,1 days
2024-01-11,2024-01-08,08:00,2024-01-11,07:00,950,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,3 days,3 days
2024-01-11,2024-01-10,15:00,2024-01-11,12:00,824,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,1 days
2024-01-11,2024-01-10,14:00,2024-01-11,09:00,3099,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,1 days
2024-01-11,2023-10-01,01:00,2023-10-01,13:00,214,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,0 days,102 days
2024-01-11,2024-01-11,12:00,2024-01-11,12:00,440,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5,Spandau,0 days,0 days
2024-01-11,2024-01-10,19:00,2024-01-11,04:00,1999,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,1 days
2024-01-11,2024-01-10,13:00,2024-01-10,21:00,974,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,1 days
2024-01-11,2024-01-10,07:00,2024-01-10,13:00,850,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,10,Marzahn-Hellersdorf,0 days,1 days
2024-01-11,2024-01-08,21:00,2024-01-10,19:00,4139,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,2 days,3 days
2024-01-11,2024-01-10,22:00,2024-01-11,08:00,50,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,1 days,1 days
2024-01-11,2024-01-08,13:00,2024-01-09,15:00,1200,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,3 days
2024-01-11,2024-01-11,07:00,2024-01-11,08:00,400,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,0 days
2024-01-11,2024-01-09,00:00,2024-01-09,00:00,450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,2 days
2024-01-11,2024-01-11,12:00,2024-01-11,13:00,1205,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,0 days
2024-01-11,2024-01-05,18:00,2024-01-07,10:00,501,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,2,Friedrichshain-Kreuzberg,2 days,6 days
2024-01-11,2023-12-27,18:00,2023-12-28,10:00,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,15 days
2024-01-11,2024-01-10,07:00,2024-01-11,09:00,2500,Nein,Lastenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,8,Neukölln,1 days,1 days
2024-01-11,2024-01-10,19:00,2024-01-10,21:00,1300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,1 days
2024-01-11,2024-01-10,18:00,2024-01-11,12:00,753,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,1 days
2024-01-11,2024-01-08,09:00,2024-01-11,09:00,1120,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,3 days,3 days
2024-01-11,2024-01-10,20:00,2024-01-10,20:00,2500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,0 days,1 days
2024-01-11,2023-12-19,14:00,2023-12-19,15:00,140,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,0 days,23 days
2024-01-11,2024-01-06,15:00,2024-01-08,12:00,280,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,2 days,5 days
2024-01-11,2024-01-11,10:00,2024-01-11,15:00,2800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,0 days,0 days
2024-01-11,2024-01-10,07:00,2024-01-10,21:00,554,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,0 days,1 days
2024-01-11,2024-01-08,20:00,2024-01-09,07:00,1212,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,3 days
2024-01-10,2024-01-07,17:00,2024-01-09,15:00,4010,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,3,Pankow,2 days,3 days
2024-01-10,2024-01-09,19:00,2024-01-09,23:00,2050,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,1 days
2024-01-10,2024-01-09,12:00,2024-01-10,08:00,1500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
2024-01-10,2024-01-10,12:00,2024-01-10,14:00,2600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,0 days
2024-01-10,2024-01-08,15:00,2024-01-09,18:00,650,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,2 days
2024-01-10,2024-01-07,10:00,2024-01-10,08:00,970,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,3 days,3 days
2024-01-10,2023-12-23,18:00,2023-12-25,14:00,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5,Spandau,2 days,18 days
2024-01-10,2024-01-09,07:00,2024-01-09,17:00,969,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,12,Reinickendorf,0 days,1 days
2024-01-10,2024-01-08,19:00,2024-01-09,09:00,0,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,1 days,2 days
2024-01-10,2023-01-05,10:00,2023-01-06,20:00,350,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,370 days
2024-01-10,2024-01-08,17:00,2024-01-09,08:00,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,2 days
2024-01-10,2024-01-09,13:00,2024-01-09,18:00,519,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,0 days,1 days
2024-01-10,2024-01-08,19:00,2024-01-08,22:00,919,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,0 days,2 days
2024-01-10,2024-01-10,15:00,2024-01-10,16:00,1700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,0 days
2024-01-10,2024-01-10,14:00,2024-01-10,14:00,1159,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,0 days
2024-01-10,2024-01-10,13:00,2024-01-10,15:00,3900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,0 days
2024-01-10,2024-01-09,18:00,2024-01-10,10:00,1438,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,1 days,1 days
2024-01-10,2024-01-09,20:00,2024-01-10,12:00,150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,1 days
2024-01-10,2024-01-09,17:00,2024-01-09,21:00,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,1 days
2024-01-10,2024-01-09,12:00,2024-01-09,14:00,4300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,1 days
2024-01-10,2023-12-13,15:00,2023-12-13,19:00,799,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,0 days,28 days
2024-01-10,2024-01-09,08:00,2024-01-10,12:00,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,1 days,1 days
2024-01-10,2024-01-09,20:00,2024-01-10,07:00,1199,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,1 days
2024-01-10,2024-01-02,10:00,2024-01-02,14:00,1681,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,8 days
2024-01-10,2024-01-09,19:00,2024-01-10,09:00,894,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,1 days
2024-01-10,2024-01-09,08:00,2024-01-09,22:00,850,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,10,Marzahn-Hellersdorf,0 days,1 days
2024-01-10,2024-01-08,17:00,2024-01-08,17:00,0,Nein,Lastenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,3,Pankow,0 days,2 days
2024-01-10,2023-12-22,11:00,2023-12-22,14:00,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,0 days,19 days
2024-01-10,2024-01-09,12:00,2024-01-10,01:00,95,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
2024-01-09,2024-01-09,13:00,2024-01-09,13:00,30,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,0 days,0 days
2024-01-09,2023-12-20,19:00,2023-12-21,15:00,675,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,10,Marzahn-Hellersdorf,1 days,20 days
2024-01-09,2024-01-09,14:00,2024-01-09,15:00,908,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,0 days,0 days
2024-01-09,2024-01-06,17:00,2024-01-09,07:00,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,3 days,3 days
2024-01-09,2024-01-08,16:00,2024-01-09,08:00,1899,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,1 days,1 days
2024-01-09,2024-01-08,20:00,2024-01-09,06:00,1306,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
