ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND,bezirk_id,bezirk_name,ZEITUNTERSCHIED,ZEIT_BIS_TATZEIT
2023-06-29,2023-06-29,09:00,2023-06-29,10:00,2370,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,0 days,0 days
2023-06-29,2023-06-27,14:00,2023-06-29,09:00,1400,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,11,Lichtenberg,2 days,2 days
2023-06-29,2023-06-28,18:00,2023-06-29,12:00,319,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
2023-06-29,2023-06-28,21:00,2023-06-29,10:00,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
2023-06-29,2023-06-29,07:00,2023-06-29,11:00,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,0 days
2023-06-29,2023-06-26,08:00,2023-06-26,15:00,253,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,0 days,3 days
2023-06-29,2023-06-29,19:00,2023-06-29,19:00,3200,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,0 days
2023-06-29,2023-06-28,20:00,2023-06-28,23:00,2160,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,0 days,1 days
2023-06-29,2023-06-28,19:00,2023-06-29,11:00,1200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,1 days
2023-06-29,2023-06-28,21:00,2023-06-29,00:00,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,1 days
2023-06-29,2023-06-29,07:00,2023-06-29,15:00,770,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,0 days
2023-06-29,2023-06-27,16:00,2023-06-27,20:00,974,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,0 days,2 days
2023-06-29,2023-06-28,23:00,2023-06-29,14:00,543,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,1 days,1 days
2023-06-29,2023-06-20,22:00,2023-06-21,09:00,649,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,9 days
2023-06-29,2023-06-29,16:00,2023-06-29,16:00,1,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,0 days,0 days
2023-06-29,2023-06-29,07:00,2023-06-29,13:00,449,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,8,Neukölln,0 days,0 days
2023-06-29,2023-06-28,23:00,2023-06-29,16:00,399,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,1 days,1 days
2023-06-29,2023-06-27,09:00,2023-06-27,12:00,493,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,2 days
2023-06-29,2023-06-25,16:00,2023-06-28,10:00,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,3 days,4 days
2023-06-29,2023-06-24,08:00,2023-06-25,17:00,100,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,5 days
2023-06-29,2023-06-29,16:00,2023-06-29,19:00,1800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,0 days,0 days
2023-06-29,2023-06-27,11:00,2023-06-27,11:00,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,1,Mitte,0 days,2 days
2023-06-29,2023-06-28,22:00,2023-06-29,09:00,1135,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,1,Mitte,1 days,1 days
2023-06-29,2023-06-28,23:00,2023-06-29,08:00,850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
2023-06-29,2023-06-28,18:00,2023-06-29,08:00,1317,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,1 days,1 days
2023-06-29,2023-06-28,18:00,2023-06-29,09:00,688,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,1 days
2023-06-29,2023-06-28,17:00,2023-06-29,07:00,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,1 days,1 days
2023-06-29,2023-06-26,07:00,2023-06-26,17:00,415,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,3 days
2023-06-29,2023-06-28,20:00,2023-06-29,08:00,717,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,1 days,1 days
2023-06-29,2023-06-28,17:00,2023-06-28,19:00,550,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,0 days,1 days
2023-06-29,2023-06-28,18:00,2023-06-29,11:00,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,1 days,1 days
2023-06-29,2023-06-16,08:00,2023-06-16,15:00,80,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,0 days,13 days
2023-06-29,2023-06-28,09:00,2023-06-28,19:00,430,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,0 days,1 days
2023-06-29,2023-06-29,22:00,2023-06-29,22:00,3000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,0 days,0 days
2023-06-29,2023-06-23,16:00,2023-06-25,18:00,2399,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,2 days,6 days
2023-06-29,2023-06-24,11:00,2023-06-25,10:00,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,5 days
2023-06-29,2023-06-29,07:00,2023-06-29,15:00,1925,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,10,Marzahn-Hellersdorf,0 days,0 days
2023-06-29,2023-06-29,18:00,2023-06-29,18:00,1,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,12,Reinickendorf,0 days,0 days
2023-06-29,2023-06-28,20:00,2023-06-29,07:00,280,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,1 days,1 days
2023-06-29,2023-06-26,20:00,2023-06-29,09:00,280,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,3 days,3 days
2023-06-29,2023-06-20,19:00,2023-06-23,08:00,1629,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,3 days,9 days
2023-06-29,2023-06-28,16:00,2023-06-28,16:00,1299,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,0 days,1 days
2023-06-28,2023-06-26,21:00,2023-06-27,08:00,1930,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,1 days,2 days
2023-06-28,2023-06-27,08:00,2023-06-28,08:00,300,Nein,Kinderfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,4,Charlottenburg-Wilmersdorf,1 days,1 days
2023-06-28,2023-06-27,07:00,2023-06-27,16:00,1088,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,0 days,1 days
2023-06-28,2023-06-27,13:00,2023-06-28,09:00,1900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
2023-06-28,2023-06-25,16:00,2023-06-26,07:00,140,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,3 days
2023-06-28,2023-06-27,20:00,2023-06-28,09:00,2735,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,1 days,1 days
2023-06-28,2023-06-27,18:00,2023-06-27,20:00,380,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,1 days
2023-06-28,2023-06-27,10:00,2023-06-27,22:00,567,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,0 days,1 days
2023-06-28,2023-06-27,11:00,2023-06-27,13:00,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,1 days
2023-06-28,2023-06-28,11:00,2023-06-28,12:00,1,Nein,Mountainbike,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern,8,Neukölln,0 days,0 days
2023-06-28,2023-06-20,15:00,2023-06-20,15:00,0,Ja,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,0 days,8 days
2023-06-28,2023-06-27,09:00,2023-06-27,16:00,3000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,0 days,1 days
2023-06-28,2023-06-28,17:00,2023-06-28,18:00,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,0 days,0 days
2023-06-28,2023-06-27,23:00,2023-06-28,07:00,534,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,1 days,1 days
2023-06-28,2023-06-28,06:00,2023-06-28,13:00,1440,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,0 days,0 days
2023-06-28,2023-06-26,16:00,2023-06-26,20:00,760,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,10,Marzahn-Hellersdorf,0 days,2 days
2023-06-28,2023-06-27,23:00,2023-06-28,06:00,1050,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,1 days,1 days
2023-06-28,2023-06-28,16:00,2023-06-28,19:00,535,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,0 days,0 days
2023-06-28,2023-06-27,17:00,2023-06-28,07:00,3230,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,1 days,1 days
2023-06-28,2023-06-08,10:00,2023-06-08,17:00,350,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,20 days
2023-06-28,2023-06-25,23:00,2023-06-28,08:00,350,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,4,Charlottenburg-Wilmersdorf,3 days,3 days
2023-06-28,2023-06-28,11:00,2023-06-28,14:00,740,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,0 days
2023-06-28,2023-06-27,09:00,2023-06-28,09:00,1585,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,1 days,1 days
2023-06-28,2023-06-27,17:00,2023-06-27,21:00,1200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,12,Reinickendorf,0 days,1 days
2023-06-28,2023-06-26,14:00,2023-06-28,10:00,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,12,Reinickendorf,2 days,2 days
2023-06-28,2023-06-28,16:00,2023-06-28,16:00,100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,0 days,0 days
2023-06-28,2023-06-25,14:00,2023-06-25,16:00,1199,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,3 days
2023-06-28,2023-06-28,16:00,2023-06-28,16:00,850,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,0 days
2023-06-28,2023-06-28,09:00,2023-06-28,09:00,481,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,0 days,0 days
2023-06-28,2023-06-27,19:00,2023-06-28,08:00,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
2023-06-28,2023-06-28,13:00,2023-06-28,14:00,250,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,0 days,0 days
2023-06-28,2023-06-26,11:00,2023-06-26,15:00,650,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,2 days
2023-06-28,2023-06-27,18:00,2023-06-28,16:00,350,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,1 days,1 days
2023-06-28,2023-06-27,18:00,2023-06-28,08:00,949,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,1 days,1 days
2023-06-28,2023-06-27,18:00,2023-06-28,06:00,2899,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,1 days,1 days
2023-06-28,2023-06-27,13:00,2023-06-28,02:00,3199,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
2023-06-28,2023-06-27,19:00,2023-06-28,05:00,720,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,1 days,1 days
2023-06-28,2023-06-27,17:00,2023-06-27,23:00,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,0 days,1 days
2023-06-28,2023-06-26,16:00,2023-06-27,09:00,1263,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,2 days
2023-06-28,2023-06-11,20:00,2023-06-12,08:00,380,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5,Spandau,1 days,17 days
2023-06-28,2023-06-27,22:00,2023-06-28,08:00,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,1 days
2023-06-28,2023-06-25,18:00,2023-06-26,08:00,350,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,1 days,3 days
2023-06-28,2023-06-27,09:00,2023-06-27,21:00,800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,1 days
2023-06-28,2023-06-27,22:00,2023-06-28,15:00,830,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,1 days,1 days
2023-06-28,2023-06-27,07:00,2023-06-28,07:00,1288,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
2023-06-28,2023-06-27,15:00,2023-06-28,10:00,2080,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,1 days,1 days
2023-06-28,2023-06-27,18:00,2023-06-28,08:00,265,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,1 days,1 days
2023-06-28,2023-06-26,16:00,2023-06-27,18:00,703,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,1 days,2 days
2023-06-28,2023-06-27,21:00,2023-06-28,17:00,2122,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,1 days,1 days
2023-06-28,2023-06-28,08:00,2023-06-28,08:00,200,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,9,Treptow-Köpenick,0 days,0 days
2023-06-28,2023-06-27,17:00,2023-06-28,06:00,917,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,1 days,1 days
2023-06-28,2023-06-26,10:00,2023-06-26,23:00,1379,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,0 days,2 days
2023-06-28,2023-06-27,21:00,2023-06-28,05:00,1000,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,9,Treptow-Köpenick,1 days,1 days
2023-06-28,2023-06-27,17:00,2023-06-27,19:00,400,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,0 days,1 days
2023-06-28,2023-06-27,18:00,2023-06-28,14:00,1499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,1 days
2023-06-28,2023-06-27,16:00,2023-06-27,18:00,285,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,5,Spandau,0 days,1 days
2023-06-28,2023-06-27,08:00,2023-06-28,14:00,380,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,1 days,1 days
2023-06-28,2023-06-26,19:00,2023-06-26,19:00,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,2,Friedrichshain-Kreuzberg,0 days,2 days
2023-06-28,2023-06-26,07:00,2023-06-26,21:00,595,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,10,Marzahn-Hellersdorf,0 days,2 days
2023-06-28,2023-06-27,18:00,2023-06-28,16:00,360,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,1 days
2023-06-28,2023-06-28,01:00,2023-06-28,01:00,700,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,0 days,0 days
2023-06-28,2023-06-26,23:00,2023-06-27,06:00,650,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,1 days,2 days
2023-06-28,2023-06-27,17:00,2023-06-28,08:00,2000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,1 days,1 days
2023-06-28,2023-05-26,16:00,2023-05-26,17:00,1718,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,33 days
2023-06-28,2023-06-27,17:00,2023-06-27,23:00,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,10,Marzahn-Hellersdorf,0 days,1 days
2023-06-28,2023-06-28,00:00,2023-06-28,00:00,50,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,0 days,0 days
2023-06-28,2023-06-22,15:00,2023-06-23,18:00,300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,6,Steglitz-Zehlendorf,1 days,6 days
2023-06-28,2023-06-27,20:00,2023-06-28,08:00,740,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,5,Spandau,1 days,1 days
2023-06-28,2023-06-22,07:00,2023-06-22,16:00,230,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,10,Marzahn-Hellersdorf,0 days,6 days
2023-06-27,2023-06-26,07:00,2023-06-27,12:00,1423,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
2023-06-27,2023-06-26,16:00,2023-06-27,07:00,230,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
2023-06-27,2023-06-26,13:00,2023-06-27,10:00,600,Nein,Kinderfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,3,Pankow,1 days,1 days
2023-06-27,2023-06-26,13:00,2023-06-27,10:00,400,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,3,Pankow,1 days,1 days
2023-06-27,2023-06-26,18:00,2023-06-27,11:00,5150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,1 days
2023-06-27,2023-06-16,12:00,2023-06-16,12:00,2000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,11 days
2023-06-27,2023-06-21,18:00,2023-06-24,10:00,299,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,3 days,6 days
2023-06-27,2023-06-27,16:00,2023-06-27,17:00,1239,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,0 days
2023-06-27,2023-06-26,07:00,2023-06-26,12:00,450,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,1 days
2023-06-27,2023-06-27,17:00,2023-06-27,20:00,604,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,0 days,0 days
2023-06-27,2023-06-24,13:00,2023-06-25,08:00,329,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,3 days
2023-06-27,2023-06-26,15:00,2023-06-27,10:00,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,1 days
2023-06-27,2023-06-25,22:00,2023-06-26,08:00,465,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,1 days,2 days
2023-06-27,2023-06-26,21:00,2023-06-27,11:00,218,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern,4,Charlottenburg-Wilmersdorf,1 days,1 days
2023-06-27,2023-06-27,18:00,2023-06-27,21:00,1514,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,0 days
2023-06-27,2023-06-24,23:00,2023-06-25,07:00,175,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,1 days,3 days
2023-06-27,2023-06-27,17:00,2023-06-27,22:00,160,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,12,Reinickendorf,0 days,0 days
2023-06-27,2023-06-23,09:00,2023-06-23,20:00,432,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,1,Mitte,0 days,4 days
2023-06-27,2023-06-27,02:00,2023-06-27,02:00,1,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,4,Charlottenburg-Wilmersdorf,0 days,0 days
2023-06-27,2023-06-24,17:00,2023-06-26,22:00,949,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,11,Lichtenberg,2 days,3 days
2023-06-27,2023-06-25,20:00,2023-06-26,14:00,999,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,8,Neukölln,1 days,2 days
2023-06-27,2023-06-22,23:00,2023-06-23,14:00,950,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,3,Pankow,1 days,5 days
2023-06-27,2023-06-20,21:00,2023-06-21,00:00,536,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern,7,Tempelhof-Schöneberg,1 days,7 days
